default,student,balance,income
0,0,352.64,39404.74
0,1,736.24,14107.99
0,0,1306.48,41224.63
0,0,1149.15,45194.79
0,0,703.23,57679.28
0,1,1360.80,18864.31
0,0,31.45,53287.35
0,0,988.21,48570.36
0,0,360.02,23927.55
0,0,647.48,33226.28
0,1,0.00,9816.79
0,0,445.24,31974.62
0,1,878.54,17496.74
0,1,335.83,21759.87
0,0,666.61,30438.47
0,0,813.88,40737.46
0,0,836.30,54607.18
0,0,967.48,33055.11
0,1,2205.80,14271.49
0,1,1258.19,11672.22
0,0,1239.80,40107.17
0,1,0.00,13760.30
0,1,927.89,22473.38
0,1,1390.03,21299.10
0,0,410.50,53471.21
0,0,73.08,30681.74
0,0,790.60,45303.10
0,0,789.50,32579.90
0,0,791.36,46319.24
0,0,479.04,37255.88
0,0,888.61,28899.79
0,0,1284.39,42831.95
0,1,712.28,23341.95
0,1,1290.62,18408.05
0,0,126.36,44280.93
0,0,779.38,61158.89
0,0,697.49,49476.76
0,0,606.97,43610.03
0,1,1802.90,21411.42
0,0,900.09,41276.56
0,0,966.28,33440.98
0,0,671.06,35689.11
0,0,171.56,23505.99
0,0,1482.48,45260.61
0,0,640.66,46464.57
0,1,706.16,18078.35
0,1,1774.69,20359.51
0,0,916.50,25768.41
0,0,1271.27,36053.50
0,0,110.57,47339.11
0,0,1747.26,37819.29
0,0,1889.60,48956.17
0,0,27.20,21051.84
0,0,746.23,35159.85
0,1,1899.39,20655.20
0,1,813.99,20391.53
0,0,499.46,38899.16
0,0,853.16,36272.45
0,0,474.73,32064.34
0,0,1235.88,35838.78
0,0,620.68,44213.77
0,0,220.03,37880.03
0,1,1304.91,18074.08
0,1,1608.15,22358.05
0,0,256.47,37657.06
0,1,1153.60,19224.98
0,0,771.90,31170.09
0,1,1099.63,17064.04
0,0,782.88,40357.13
0,0,444.26,35924.34
0,0,504.03,24780.96
0,0,1762.50,42124.66
0,1,850.10,18618.99
0,0,1412.24,40785.06
0,0,715.50,47482.57
0,0,1363.53,55713.04
0,0,493.24,42495.20
0,0,1354.75,33375.13
0,1,571.29,15416.27
0,0,956.15,44086.71
0,0,964.82,34390.75
0,0,552.63,50513.16
0,0,338.27,37767.24
0,0,709.12,44041.63
0,0,978.98,57839.05
0,0,371.01,15702.71
0,1,1572.86,14930.18
0,0,0.00,40150.22
0,0,1964.48,39054.59
0,0,548.04,33605.65
0,0,1257.06,34045.01
0,0,1189.92,38016.89
0,0,687.68,39373.58
0,0,845.70,39899.51
0,1,957.68,19676.35
0,0,233.52,43326.11
0,1,1126.95,14298.26
0,1,488.86,15159.49
0,0,767.90,44323.58
0,0,561.93,31388.51
0,1,1092.27,17454.60
0,0,71.79,31965.74
0,1,1839.14,13625.40
0,1,876.00,22474.57
0,0,554.11,30357.03
0,0,891.32,43945.04
0,0,464.84,27324.90
0,1,563.54,24082.04
0,0,1530.35,30003.82
0,0,990.57,41690.25
0,0,590.40,42769.20
0,1,715.16,21153.51
0,0,1540.38,41852.08
0,0,1243.33,41639.68
0,1,235.33,20909.70
0,0,528.25,49394.34
0,0,592.25,30731.20
0,0,705.20,42683.19
0,0,456.52,48195.78
0,1,470.72,18052.11
0,1,1503.08,10600.41
0,0,1362.97,44217.92
0,0,908.77,45032.85
0,1,1096.82,16148.06
0,0,369.22,47835.09
0,0,673.40,50256.29
0,0,1038.50,51173.14
0,0,0.00,28762.92
0,0,527.19,32431.12
0,0,817.47,32974.43
0,1,1549.04,19702.29
0,1,566.71,11853.95
0,0,1496.06,24935.92
0,0,862.66,42844.83
0,0,1259.15,31263.64
0,0,1025.04,43510.05
0,1,703.28,14793.74
0,1,1082.39,15175.36
0,0,910.45,44054.92
0,1,996.54,16995.66
0,0,353.78,58514.32
0,1,782.71,13300.30
0,0,1716.60,51056.87
0,1,502.90,15153.97
0,0,1033.47,59203.97
0,0,0.00,34925.37
0,1,1087.08,19263.77
0,0,1047.24,43899.76
0,0,1056.93,38367.87
0,1,979.22,26010.89
0,1,847.82,15978.63
0,0,781.77,50958.79
0,1,402.49,15904.06
0,0,204.74,17534.29
0,1,2022.67,18336.74
0,0,748.94,44186.62
0,0,838.28,35917.49
0,0,386.02,44694.03
0,0,812.40,49623.10
0,1,1809.93,6985.14
0,0,0.00,30360.55
0,1,1328.18,24688.47
0,1,1464.94,26716.69
0,0,1200.57,39718.69
0,0,989.69,27856.58
0,0,870.73,35539.27
0,1,1200.85,19849.83
0,1,1428.83,23204.68
0,0,0.00,33951.29
0,1,359.46,21783.27
0,0,265.68,40862.75
0,0,1027.77,44406.84
0,0,729.05,35042.13
0,0,1042.80,25867.15
0,0,230.23,37875.61
0,0,367.47,30611.27
0,1,737.71,20863.80
0,0,18.26,30349.46
0,0,1257.76,30834.77
0,0,455.52,40907.40
0,0,56.97,35458.48
0,1,723.93,12213.04
0,0,612.38,41379.77
0,1,1220.18,15308.13
0,0,1222.35,32363.37
0,0,1165.49,47684.22
1,0,1642.82,46856.95
0,0,944.17,56088.68
0,0,749.61,41423.94
0,0,370.38,31231.01
1,0,1991.65,42133.37
0,0,773.92,44562.34
0,1,817.25,20480.89
0,0,1060.72,50260.46
1,0,1550.45,56273.51
0,1,454.47,15092.44
0,1,1256.24,17784.56
0,0,1484.40,36731.31
0,1,1050.48,12661.61
0,0,986.40,45430.47
0,0,717.34,44266.38
0,0,692.14,47038.09
1,0,1328.89,34710.06
0,0,673.47,32930.07
0,0,218.64,48991.40
0,0,1218.17,43954.28
0,1,13.52,19322.55
0,1,531.48,21726.56
0,0,165.54,33436.46
0,1,1351.85,25890.50
0,0,107.28,54143.96
0,0,947.19,35604.12
0,1,434.56,14812.65
0,0,1020.07,37458.88
0,0,662.31,31597.90
0,1,754.42,20767.68
0,0,289.49,44412.90
0,0,198.04,36270.94
0,1,516.06,16615.02
0,0,697.56,41755.40
0,1,502.32,16947.42
0,1,1459.69,15575.42
0,0,717.00,34418.26
0,1,1037.97,18324.03
0,0,673.02,29735.96
0,0,371.92,41099.77
0,0,89.13,55604.61
0,0,1273.28,40895.28
0,0,600.72,18680.52
0,0,905.04,40711.80
0,0,1061.44,54437.01
0,0,1672.64,46334.79
0,1,883.70,19750.09
0,0,373.78,53936.24
0,0,1287.80,52382.66
0,0,1229.74,48739.93
0,1,510.61,22457.05
0,0,775.63,27205.86
0,0,1152.98,50206.58
0,1,1303.66,7986.00
0,0,1675.28,28244.50
0,0,398.28,30001.80
0,1,739.90,25023.87
0,0,226.42,32018.71
0,0,1217.32,25173.62
0,0,639.82,29902.00
0,1,883.17,12717.49
0,0,2.29,38186.52
0,0,419.64,55967.99
0,1,1544.14,11102.53
0,0,1101.02,32153.01
1,0,1700.60,30488.98
0,0,311.82,48301.06
0,0,442.83,55074.13
0,0,728.81,17909.58
0,0,278.88,37188.67
0,0,758.70,36625.99
0,0,620.34,22803.74
0,1,1890.17,18402.46
0,0,0.00,28951.45
0,1,1329.20,23184.02
0,0,1075.86,44128.63
0,0,618.53,54956.99
0,0,1111.09,27466.89
0,0,864.04,45881.93
0,0,895.23,48512.46
0,1,954.03,21908.53
0,0,947.63,46813.52
0,0,267.30,23117.93
0,1,1366.81,23913.21
0,0,624.73,38325.17
0,0,13.68,25221.64
0,0,785.87,44778.02
0,1,1353.09,18933.50
0,0,480.32,25553.26
0,0,0.00,29507.31
0,1,1221.97,17916.86
0,1,1184.94,25108.76
0,1,478.57,27512.34
0,0,221.69,34786.10
0,0,578.39,41054.14
0,1,1361.46,19576.96
0,1,977.85,19731.96
0,0,1184.43,36887.44
1,1,1118.70,21848.44
1,0,1119.10,37224.57
0,0,776.35,31329.48
0,0,1322.30,51792.40
0,0,878.03,27438.59
0,0,1268.38,16921.18
0,0,0.00,32611.37
0,0,0.00,37262.57
0,1,366.79,25833.06
0,0,747.56,39898.77
0,0,1787.29,37499.09
0,1,1929.45,14995.49
0,0,987.14,27961.32
0,1,856.36,20758.21
0,0,1101.15,18153.84
0,0,704.18,31515.98
0,0,555.62,40837.73
0,0,1073.50,44764.11
0,0,1126.22,32842.65
0,1,649.77,15708.30
0,0,977.66,43743.50
0,0,1049.89,42637.51
0,1,1383.57,15764.35
0,1,1095.47,14065.17
0,0,1089.37,30224.60
0,0,605.22,21792.32
0,0,1033.89,49262.05
0,0,1604.72,38186.99
0,0,826.33,24679.72
0,1,1176.15,16670.68
0,1,1275.02,19937.10
0,1,1290.28,23538.94
0,0,1133.47,51414.50
0,0,837.41,37400.49
0,1,379.08,18280.37
0,1,1134.17,12453.36
0,0,0.00,39120.08
0,0,1491.17,59394.38
0,1,1695.36,9582.94
0,0,705.57,54589.24
0,0,239.19,33743.23
0,1,1183.71,12428.61
0,0,898.76,38267.08
0,1,1524.29,11719.59
0,0,777.02,35115.02
0,0,1394.80,26074.93
0,1,0.00,20476.16
0,0,62.57,47946.77
1,0,1981.45,28127.90
0,0,514.05,50053.26
0,0,722.79,53714.19
0,0,152.87,33716.86
0,0,293.18,35390.29
0,0,0.00,38613.62
0,1,645.37,17878.36
0,1,1515.15,26046.77
0,1,767.44,18846.49
0,1,491.88,21715.23
0,0,0.00,41389.44
0,0,0.00,34589.49
0,0,509.16,40132.66
0,1,965.59,16440.10
0,1,1868.54,20489.60
0,0,403.50,41803.78
0,0,593.14,37670.94
0,0,0.00,44547.87
0,0,742.29,39367.19
0,1,1110.10,13013.61
0,0,771.55,49440.40
0,0,624.34,42492.75
0,1,499.96,22884.95
0,0,1088.64,60650.04
0,0,1556.49,49669.67
0,1,797.08,23558.68
0,0,415.99,38215.68
0,1,538.23,26833.04
0,1,1181.93,21086.08
0,1,836.02,9271.79
0,0,104.44,46928.01
0,0,564.21,53196.62
0,1,804.54,25091.46
0,0,1028.95,21218.30
0,0,748.75,8983.86
0,0,66.63,28735.97
0,0,452.80,48034.24
0,1,798.46,27724.07
0,1,1941.90,23467.13
0,0,1446.10,22996.43
0,0,761.06,61580.03
0,0,1350.17,43147.46
0,0,380.95,36943.36
0,1,1602.85,15906.47
0,0,147.61,37588.56
0,0,0.00,36283.08
0,1,733.07,18818.17
0,1,1082.75,26096.34
0,0,779.66,40804.48
0,0,994.16,65254.08
0,0,769.18,50070.78
0,1,684.10,4985.17
0,0,442.56,27898.47
1,0,1717.07,38408.89
0,0,0.00,36302.53
0,0,1092.35,44717.01
0,0,497.33,35146.80
0,1,1149.68,16907.70
1,0,1465.21,58699.98
0,0,565.32,41789.61
0,1,922.14,12224.19
0,1,175.60,11510.06
0,0,1024.95,49675.56
0,0,596.89,54091.62
0,0,750.41,53084.91
0,1,790.87,14183.97
0,0,112.33,42386.05
0,1,738.39,16093.28
0,0,1157.86,54419.81
0,0,1213.24,45149.52
0,0,1339.63,41656.00
0,0,588.31,56520.96
0,0,721.81,56375.72
0,0,680.82,43843.47
0,1,815.41,12071.76
0,0,1042.51,37170.11
0,1,663.25,20454.62
0,1,1478.62,18026.47
0,0,337.76,33655.57
0,1,1273.55,23126.64
0,0,114.18,49562.99
0,0,0.00,52295.60
0,1,1516.32,26377.59
0,1,898.11,24164.75
0,0,790.59,48219.59
0,0,0.00,29072.72
0,0,1273.24,49136.47
0,0,1279.20,36063.11
0,1,732.72,14568.75
1,0,1763.58,46227.07
0,1,1280.42,16310.91
0,0,1529.94,36912.90
0,1,345.47,18251.49
0,0,197.99,33723.99
1,1,1770.97,15975.54
0,1,639.37,17037.05
0,0,238.81,23526.71
0,0,390.56,45338.36
0,1,830.17,19476.59
0,1,1378.88,21613.58
0,0,242.40,37364.42
0,0,1236.55,36211.49
0,0,1063.77,34914.28
0,0,126.92,33819.14
0,0,758.47,38018.15
0,0,908.93,68758.88
0,0,558.52,46297.43
0,0,1819.24,36969.55
0,1,1110.68,19327.58
0,0,723.24,43459.01
0,0,972.03,18510.95
0,0,696.01,40741.42
0,1,1178.25,29362.60
0,1,329.56,19371.81
0,1,792.53,14546.30
0,0,1246.04,33691.72
0,0,591.76,41670.26
0,0,244.08,24854.25
0,0,1038.55,49944.87
0,0,679.07,49488.56
0,0,1061.42,40585.22
0,1,1268.24,11914.58
0,1,955.53,14736.72
0,0,1115.82,27882.81
0,1,601.16,22029.19
0,0,1097.60,52286.43
0,0,1042.78,45982.97
0,1,1321.44,8624.11
0,0,1052.39,37637.66
0,0,687.95,27604.08
0,1,566.46,24828.27
0,0,769.41,35071.17
0,0,955.14,26372.99
0,0,643.41,28660.14
0,0,0.00,42745.30
0,0,437.64,45384.05
0,0,1278.87,34673.17
0,0,1639.39,30624.78
0,0,891.64,36470.83
0,1,316.46,18813.94
0,0,622.93,48874.56
0,0,107.28,42287.30
0,1,990.54,12398.49
0,0,0.00,45660.00
0,0,0.00,33119.96
0,0,591.22,35287.82
0,1,928.06,21121.84
0,0,304.60,40785.99
0,0,235.94,31336.51
0,1,1108.05,10853.23
0,0,687.31,24563.76
0,0,60.19,39864.86
0,0,0.00,34648.97
0,0,272.89,58730.57
1,0,1531.72,43930.40
0,0,949.61,47702.57
0,0,561.92,35080.58
0,0,468.13,25231.35
0,1,993.11,12215.95
0,0,0.00,31314.70
0,1,759.48,12710.72
0,0,1340.79,36440.23
0,1,1521.46,15210.47
0,0,133.74,30457.02
1,0,780.17,51656.87
0,0,839.92,22884.79
0,0,913.51,36670.85
0,0,924.88,35712.64
0,0,1197.83,54652.31
0,0,49.21,30451.15
0,0,970.72,48387.65
0,0,783.06,54082.42
0,1,465.06,20379.06
0,0,0.00,39337.75
0,1,732.26,21986.05
0,0,576.09,37679.70
0,1,588.99,16309.88
0,0,863.14,43779.48
0,0,857.58,49675.37
0,0,361.50,33674.89
0,0,891.16,36023.09
0,0,918.12,44738.56
0,0,1335.03,21150.86
0,0,421.40,39873.52
0,1,743.64,18883.97
0,0,773.74,41872.49
0,0,731.39,45251.88
0,0,964.19,36330.39
0,1,350.02,17657.17
0,0,1206.66,37125.59
0,0,1051.95,52888.19
0,0,454.76,45572.17
0,0,932.67,42758.60
0,0,535.75,36259.46
0,0,241.81,41186.18
0,0,1026.51,42042.17
0,1,187.68,18278.83
0,0,197.54,58646.93
0,0,585.71,43288.40
0,1,1947.02,12147.05
0,0,829.55,39717.54
0,0,196.94,35488.45
0,0,591.86,31438.78
0,0,0.00,39742.11
0,1,1008.29,11939.30
0,1,1052.23,17410.75
0,0,331.68,49756.17
0,0,913.11,29414.65
0,1,561.39,21747.26
0,0,246.96,47692.89
0,0,578.98,46304.72
0,0,557.81,62352.85
0,1,788.25,10418.18
0,0,1060.81,39174.06
0,1,1247.91,19816.72
0,0,1184.36,34259.99
0,0,1024.58,33071.55
0,0,1080.29,43367.90
0,0,540.28,26267.16
0,0,1448.84,33835.74
0,1,561.19,27421.11
0,0,1191.48,30040.57
0,0,565.14,38202.58
0,0,482.98,35845.19
0,0,950.35,37486.25
0,1,350.70,21235.36
1,1,1551.02,19027.51
0,0,981.60,37747.91
0,0,1442.13,10921.62
0,0,1060.34,56607.25
0,0,1154.89,61794.35
0,1,544.14,20056.83
0,0,1137.18,27588.93
0,0,414.08,47811.42
0,1,436.01,17504.45
0,0,987.81,25809.98
0,0,679.39,46603.55
0,0,1377.77,51633.33
0,0,856.81,32437.13
0,0,1036.68,44923.80
0,0,0.00,46826.80
0,0,961.47,51936.76
0,0,275.99,35622.83
0,0,426.69,30769.34
0,0,290.25,46214.16
0,0,934.97,42325.75
0,1,668.99,26342.05
0,1,2004.73,27136.54
0,0,1312.87,29938.26
0,1,662.27,15092.05
0,0,524.64,36120.89
0,1,1212.59,21058.35
0,0,961.32,30290.81
1,1,1504.29,13965.19
0,1,613.66,25040.49
0,1,1233.34,13402.07
0,0,1221.39,36961.32
0,0,1217.06,46256.78
0,0,628.76,43205.18
0,1,819.10,15957.94
0,1,843.49,12710.03
0,0,1173.56,29141.37
0,1,1195.59,13329.60
0,0,1202.88,12288.13
0,0,24.87,29316.97
0,0,853.24,29484.05
0,0,398.78,40223.91
0,1,1521.17,18149.89
0,1,1160.22,15941.05
0,0,985.61,49948.47
0,0,583.82,38215.96
0,1,638.69,18148.30
0,0,385.00,25380.70
0,0,1050.76,31558.90
1,1,1871.94,18077.49
0,0,793.76,35157.74
0,1,591.66,21790.50
0,0,419.48,24001.51
0,1,514.28,18185.48
0,0,1027.90,21551.61
0,1,1029.68,15977.32
0,1,953.63,18363.07
0,1,1463.34,11579.16
0,0,1172.46,34690.14
0,1,548.27,12048.82
0,0,1752.88,48250.10
0,1,555.92,23909.71
0,1,1560.93,13621.57
0,1,839.88,16883.34
0,1,1112.82,13634.91
0,0,1309.25,43278.06
0,0,940.59,41560.47
0,0,1019.25,41195.37
0,0,433.67,32904.70
0,0,1015.12,42050.47
0,0,75.18,52765.98
0,0,1050.32,39585.62
0,0,48.91,35155.17
0,0,1721.65,48236.13
0,0,1607.35,48700.85
0,0,1180.45,43914.42
0,0,609.88,40875.95
0,1,1054.20,19440.97
0,1,793.82,19074.03
0,0,879.68,30021.38
0,0,1237.65,29151.23
0,1,1412.76,18234.46
0,1,1174.72,13025.77
0,0,363.34,44325.79
0,0,919.49,44928.18
0,1,1195.06,21648.66
0,1,794.14,15721.80
0,0,10.19,33776.83
0,0,0.00,31083.22
0,1,498.51,16967.62
0,1,1227.16,18459.42
1,0,1902.61,53394.08
0,1,1059.20,11742.38
0,1,450.31,21177.61
0,0,418.54,55002.73
0,0,1070.48,32939.37
0,0,1306.77,56640.63
0,1,1315.34,8431.18
0,0,74.53,19146.25
0,0,66.15,38927.12
0,0,56.42,54217.34
0,0,1056.60,25123.86
0,0,259.24,51355.37
0,1,1143.69,23500.90
0,1,0.00,15682.07
0,0,877.79,30239.72
0,0,919.08,45315.56
0,0,94.93,27212.95
0,0,333.37,29413.15
0,0,197.91,30971.20
0,0,624.91,41047.56
0,0,138.25,54406.50
0,0,787.55,46185.55
0,0,1030.93,36271.33
0,0,1049.75,30159.21
0,0,0.00,35738.99
0,1,1130.06,18467.10
0,0,795.54,51303.14
0,1,1503.60,18710.61
0,0,436.14,46071.66
0,0,800.71,36314.44
1,1,1881.05,16580.45
0,1,1445.46,18632.62
0,0,1166.10,23994.40
0,0,163.75,38970.03
0,0,0.00,46353.80
0,0,1322.05,47814.17
0,0,1283.52,61525.70
0,0,1000.90,43059.05
0,0,249.86,47602.12
0,0,500.22,38991.01
0,0,568.09,36374.43
0,1,1047.09,13714.28
0,1,186.67,15976.64
0,0,782.78,39224.41
0,0,388.55,18007.83
0,1,842.57,17279.52
0,0,556.12,44197.91
0,0,1234.58,48112.48
0,0,412.89,42123.22
0,0,683.36,29269.33
0,0,872.23,48101.61
0,0,415.77,24740.75
0,1,1518.02,16740.44
0,0,254.39,44612.15
0,0,1507.25,24057.52
0,0,900.57,40848.69
0,0,595.15,46011.95
0,1,383.64,17445.18
0,0,1107.30,52765.06
0,0,396.99,55454.63
0,0,0.00,44807.38
0,0,924.24,45207.39
0,0,602.49,33202.53
0,1,828.74,17962.31
0,1,1.61,20837.34
0,1,894.01,18002.33
0,0,1234.48,31313.37
0,0,406.01,42642.24
0,1,1052.00,12376.10
0,1,1085.84,18890.23
0,0,1656.17,41133.13
0,1,242.65,20426.79
0,1,602.31,12927.71
0,0,187.60,59661.00
0,0,331.30,34497.74
0,0,911.39,57131.32
0,0,391.41,39761.56
0,0,1450.35,33957.18
0,0,819.92,28960.11
0,1,1590.18,18666.41
0,1,1256.61,22493.50
1,1,1889.33,22652.11
0,0,743.69,10774.97
0,0,343.19,29555.91
0,0,534.97,44079.33
0,0,1207.70,34857.54
0,0,564.81,39829.42
0,1,495.37,22938.14
0,0,902.51,38647.52
0,1,1741.27,18544.05
0,0,1166.64,52700.11
0,1,631.16,23245.07
0,1,1076.98,14668.38
1,0,1243.55,37634.35
0,0,2113.02,34747.76
0,0,1296.06,43313.28
0,0,1088.67,47147.73
0,0,824.73,42313.52
0,0,684.29,37011.18
0,0,37.36,26221.52
0,1,878.15,18414.57
0,0,904.24,40683.46
0,1,942.04,22181.39
0,1,957.49,16323.36
0,0,285.29,17606.64
0,1,1468.38,19846.06
0,0,322.71,27668.58
0,0,414.13,40877.23
0,0,1105.00,36812.71
0,0,0.45,31934.84
0,0,619.70,13902.18
0,0,293.87,56676.80
0,1,637.38,19704.92
0,0,1109.53,69325.08
0,0,1223.11,52903.46
0,1,1183.69,13081.66
0,0,569.79,54335.22
0,0,625.53,46026.49
0,0,833.66,16908.78
0,0,866.05,44827.27
0,1,945.48,17279.29
0,0,1554.85,43901.81
0,0,575.77,51927.75
0,0,1141.60,38722.96
0,0,1146.64,45376.56
0,0,0.00,34305.92
0,0,434.71,35454.76
0,0,1026.13,39135.64
0,1,1302.80,29252.36
0,0,690.71,59561.91
0,0,574.45,40727.64
0,0,0.00,43346.62
0,1,251.31,13058.61
0,1,1252.11,16490.71
0,0,207.90,52249.31
1,0,1753.08,48965.35
0,1,1279.94,21107.52
0,0,862.88,36461.90
0,0,1143.54,33394.98
0,0,1253.18,71238.55
0,0,624.08,25557.64
0,1,1027.86,14322.09
1,0,1964.01,50553.53
0,0,752.43,32539.65
0,0,953.93,32640.14
0,0,773.20,66749.43
0,0,432.79,52238.09
0,0,797.73,31616.80
0,0,240.84,56089.15
0,0,662.32,31815.35
0,1,1056.37,15432.40
0,0,741.09,43015.54
0,0,0.00,42284.68
0,0,981.95,41123.21
0,0,1569.84,42781.38
0,0,136.51,45596.11
0,1,731.95,18117.43
0,0,717.81,32040.93
0,1,1005.18,18262.18
0,0,561.93,31192.91
1,0,2033.19,44998.29
0,0,638.82,46704.74
0,1,1104.95,11529.00
0,0,0.00,29514.03
0,0,633.77,34290.60
0,1,1526.03,20894.08
0,0,522.77,43026.33
0,0,853.10,47381.72
0,0,1225.23,39338.86
0,1,1559.63,22047.78
0,0,260.34,34932.49
0,0,1320.94,50505.37
0,0,1443.65,45089.39
0,0,791.64,30303.61
0,0,922.67,33445.49
0,0,80.75,35887.55
0,0,193.36,34728.02
0,0,939.10,45519.02
0,0,1336.80,30787.16
1,0,1488.78,49803.29
0,1,375.20,13709.21
0,1,773.38,18978.19
0,0,581.42,44600.66
0,0,461.05,43147.77
1,1,1424.56,25398.20
0,1,1139.40,17139.85
0,0,1032.20,41673.73
0,0,96.64,44556.22
0,0,338.78,42678.71
0,1,1331.43,13793.19
0,0,0.00,34479.62
0,0,616.25,42436.69
0,0,599.80,30146.64
0,1,1466.56,20904.45
0,0,593.30,49925.32
0,0,786.98,49432.95
0,0,926.99,48753.31
0,0,1175.42,37462.64
0,1,1697.75,23295.84
0,0,575.51,54203.19
0,0,1386.30,54404.48
0,1,1222.25,23152.72
0,0,1556.19,26905.58
0,0,1103.92,52821.53
1,0,1496.07,40214.62
0,1,975.64,25920.32
0,1,781.17,23403.06
0,1,940.44,18939.84
0,0,375.33,32531.22
0,0,627.88,51770.46
0,0,1304.38,49371.96
0,0,1496.23,37534.33
0,1,1005.59,15851.48
0,0,828.86,46060.85
0,1,1144.36,18903.38
0,0,1386.19,42537.99
0,1,1321.81,11453.61
0,0,1121.15,35765.71
0,0,547.86,45966.35
0,0,814.00,42461.56
0,0,75.18,52166.01
0,0,598.22,28621.13
0,1,63.04,12308.02
0,0,0.00,48642.25
0,0,1553.70,35929.16
0,0,813.72,46420.00
0,0,1386.18,42875.01
0,0,933.77,43693.52
0,1,1240.10,20134.65
0,0,0.00,33781.66
0,0,613.58,30833.80
0,0,253.52,53125.48
0,1,947.89,17094.48
0,1,112.81,16100.57
0,1,827.04,18892.82
0,0,484.68,43900.09
0,1,271.25,25157.73
0,0,1018.25,52509.74
0,0,0.00,43730.77
0,1,0.00,16421.49
0,0,1101.80,36555.46
0,1,1471.90,18913.04
0,0,1057.71,40707.62
0,0,352.55,17626.17
0,0,1029.82,50635.89
